,Country,Requests,Dates
10904,NU,2000,2019-01-01 00:00:00
10905,WF,2000,2019-01-01 00:00:00
10906,CC,2000,2019-01-01 00:00:00
10907,TV,2000,2019-01-01 00:00:00
10908,TK,1000,2019-01-01 00:00:00
10909,UM,1000,2019-01-01 00:00:00
10910,US,2981516000,2019-02-01 00:00:00
10911,GB,710091000,2019-02-01 00:00:00
10912,IN,576999000,2019-02-01 00:00:00
10913,CA,332114000,2019-02-01 00:00:00
10914,IR,203519000,2019-02-01 00:00:00
10915,AU,194497000,2019-02-01 00:00:00
10916,DE,177227000,2019-02-01 00:00:00
10917,PK,156982000,2019-02-01 00:00:00
10918,NL,105982000,2019-02-01 00:00:00
10919,CN,101432000,2019-02-01 00:00:00
10920,PH,92150000,2019-02-01 00:00:00
10921,FR,82223000,2019-02-01 00:00:00
10922,IE,68975000,2019-02-01 00:00:00
10923,RU,61033000,2019-02-01 00:00:00
10924,ID,60802000,2019-02-01 00:00:00
10925,SE,52193000,2019-02-01 00:00:00
10926,IT,51871000,2019-02-01 00:00:00
10927,MY,51710000,2019-02-01 00:00:00
10928,SG,49345000,2019-02-01 00:00:00
10929,ES,47084000,2019-02-01 00:00:00
10930,BR,43522000,2019-02-01 00:00:00
10931,PL,42909000,2019-02-01 00:00:00
10932,ZA,39833000,2019-02-01 00:00:00
10933,NZ,34373000,2019-02-01 00:00:00
10934,JP,33874000,2019-02-01 00:00:00
10935,MX,32500000,2019-02-01 00:00:00
10936,NG,30592000,2019-02-01 00:00:00
10937,FI,28699000,2019-02-01 00:00:00
10938,DK,27165000,2019-02-01 00:00:00
10939,NO,27040000,2019-02-01 00:00:00
10940,HK,26192000,2019-02-01 00:00:00
10941,GR,25951000,2019-02-01 00:00:00
10942,AE,25895000,2019-02-01 00:00:00
10943,RO,25286000,2019-02-01 00:00:00
10944,BE,24734000,2019-02-01 00:00:00
10945,IL,23399000,2019-02-01 00:00:00
10946,TH,23206000,2019-02-01 00:00:00
10947,CH,21730000,2019-02-01 00:00:00
10948,BG,21675000,2019-02-01 00:00:00
10949,BD,21024000,2019-02-01 00:00:00
10950,--,20822000,2019-02-01 00:00:00
10951,KR,20819000,2019-02-01 00:00:00
10952,AR,19749000,2019-02-01 00:00:00
10953,CZ,17994000,2019-02-01 00:00:00
10954,HU,17279000,2019-02-01 00:00:00
10955,AT,16834000,2019-02-01 00:00:00
10956,RS,16663000,2019-02-01 00:00:00
10957,PT,16416000,2019-02-01 00:00:00
10958,UA,16115000,2019-02-01 00:00:00
10959,VN,15570000,2019-02-01 00:00:00
10960,TW,15521000,2019-02-01 00:00:00
10961,SA,15211000,2019-02-01 00:00:00
10962,HR,14122000,2019-02-01 00:00:00
10963,EG,12159000,2019-02-01 00:00:00
10964,KE,12093000,2019-02-01 00:00:00
10965,LK,10075000,2019-02-01 00:00:00
10966,BY,9702000,2019-02-01 00:00:00
10967,CO,8888000,2019-02-01 00:00:00
10968,SK,8195000,2019-02-01 00:00:00
10969,SI,8029000,2019-02-01 00:00:00
10970,CL,7664000,2019-02-01 00:00:00
10971,NP,7577000,2019-02-01 00:00:00
10972,LT,6957000,2019-02-01 00:00:00
10973,AF,6951000,2019-02-01 00:00:00
10974,GH,6826000,2019-02-01 00:00:00
10975,EE,6123000,2019-02-01 00:00:00
10976,PE,5484000,2019-02-01 00:00:00
10977,AL,5450000,2019-02-01 00:00:00
10978,QA,5164000,2019-02-01 00:00:00
10979,BA,4841000,2019-02-01 00:00:00
10980,MA,4658000,2019-02-01 00:00:00
10981,MK,4649000,2019-02-01 00:00:00
10982,PR,4634000,2019-02-01 00:00:00
10983,LV,4622000,2019-02-01 00:00:00
10984,ET,4605000,2019-02-01 00:00:00
10985,LB,4586000,2019-02-01 00:00:00
10986,KW,4447000,2019-02-01 00:00:00
10987,IQ,4406000,2019-02-01 00:00:00
10988,GE,4402000,2019-02-01 00:00:00
10989,TZ,4267000,2019-02-01 00:00:00
10990,MM,4215000,2019-02-01 00:00:00
10991,IS,3388000,2019-02-01 00:00:00
10992,VE,3309000,2019-02-01 00:00:00
10993,KZ,3245000,2019-02-01 00:00:00
10994,JM,3245000,2019-02-01 00:00:00
10995,DZ,3217000,2019-02-01 00:00:00
10996,KH,3179000,2019-02-01 00:00:00
10997,CR,3112000,2019-02-01 00:00:00
10998,MT,3003000,2019-02-01 00:00:00
10999,JO,2995000,2019-02-01 00:00:00
11000,OM,2987000,2019-02-01 00:00:00
11001,TT,2976000,2019-02-01 00:00:00
11002,UG,2862000,2019-02-01 00:00:00
11003,DO,2850000,2019-02-01 00:00:00
11004,CY,2841000,2019-02-01 00:00:00
11005,AZ,2741000,2019-02-01 00:00:00
11006,ZM,2730000,2019-02-01 00:00:00
11007,BH,2550000,2019-02-01 00:00:00
11008,MU,2549000,2019-02-01 00:00:00
11009,LU,2538000,2019-02-01 00:00:00
11010,EC,2434000,2019-02-01 00:00:00
11011,ZW,2197000,2019-02-01 00:00:00
11012,TN,2038000,2019-02-01 00:00:00
11013,TM,1957000,2019-02-01 00:00:00
11014,PA,1953000,2019-02-01 00:00:00
11015,AM,1951000,2019-02-01 00:00:00
11016,TR,1903000,2019-02-01 00:00:00
11017,UY,1673000,2019-02-01 00:00:00
11018,GT,1636000,2019-02-01 00:00:00
11019,BN,1605000,2019-02-01 00:00:00
11020,MD,1526000,2019-02-01 00:00:00
11021,MN,1517000,2019-02-01 00:00:00
11022,ME,1249000,2019-02-01 00:00:00
11023,HN,1247000,2019-02-01 00:00:00
11024,SV,1117000,2019-02-01 00:00:00
11025,CM,1112000,2019-02-01 00:00:00
11026,BS,1066000,2019-02-01 00:00:00
11027,BO,1032000,2019-02-01 00:00:00
11028,BB,1024000,2019-02-01 00:00:00
11029,UZ,1014000,2019-02-01 00:00:00
11030,MV,1012000,2019-02-01 00:00:00
11031,PS,995000,2019-02-01 00:00:00
11032,BW,951000,2019-02-01 00:00:00
11033,NA,943000,2019-02-01 00:00:00
11034,SO,926000,2019-02-01 00:00:00
11035,RW,907000,2019-02-01 00:00:00
11036,JE,879000,2019-02-01 00:00:00
11037,FJ,854000,2019-02-01 00:00:00
11038,PY,837000,2019-02-01 00:00:00
11039,IM,819000,2019-02-01 00:00:00
11040,SY,787000,2019-02-01 00:00:00
11041,GY,778000,2019-02-01 00:00:00
11042,MO,732000,2019-02-01 00:00:00
11043,KG,729000,2019-02-01 00:00:00
11044,GU,681000,2019-02-01 00:00:00
11045,SD,670000,2019-02-01 00:00:00
11046,LR,631000,2019-02-01 00:00:00
11047,LY,621000,2019-02-01 00:00:00
11048,SL,603000,2019-02-01 00:00:00
11049,CI,590000,2019-02-01 00:00:00
11050,MW,588000,2019-02-01 00:00:00
11051,NI,578000,2019-02-01 00:00:00
11052,SN,575000,2019-02-01 00:00:00
11053,SR,574000,2019-02-01 00:00:00
11054,PG,520000,2019-02-01 00:00:00
11055,MZ,511000,2019-02-01 00:00:00
11056,AO,509000,2019-02-01 00:00:00
11057,CD,500000,2019-02-01 00:00:00
11058,BZ,494000,2019-02-01 00:00:00
11059,GG,481000,2019-02-01 00:00:00
11060,LA,464000,2019-02-01 00:00:00
11061,YE,396000,2019-02-01 00:00:00
11062,BT,380000,2019-02-01 00:00:00
11063,KY,378000,2019-02-01 00:00:00
11064,LC,368000,2019-02-01 00:00:00
11065,AW,362000,2019-02-01 00:00:00
11066,BM,352000,2019-02-01 00:00:00
11067,MG,347000,2019-02-01 00:00:00
11068,CW,335000,2019-02-01 00:00:00
11069,HT,331000,2019-02-01 00:00:00
11070,AG,324000,2019-02-01 00:00:00
11071,GD,322000,2019-02-01 00:00:00
11072,DJ,318000,2019-02-01 00:00:00
11073,CU,305000,2019-02-01 00:00:00
11074,LS,302000,2019-02-01 00:00:00
11075,RE,289000,2019-02-01 00:00:00
11076,FO,289000,2019-02-01 00:00:00
11077,GI,285000,2019-02-01 00:00:00
11078,BJ,276000,2019-02-01 00:00:00
11079,SZ,272000,2019-02-01 00:00:00
11080,TJ,269000,2019-02-01 00:00:00
11081,VI,257000,2019-02-01 00:00:00
11082,GM,244000,2019-02-01 00:00:00
11083,PF,243000,2019-02-01 00:00:00
11084,SC,213000,2019-02-01 00:00:00
11085,XK,197000,2019-02-01 00:00:00
11086,GP,177000,2019-02-01 00:00:00
11087,GN,175000,2019-02-01 00:00:00
11088,VC,172000,2019-02-01 00:00:00
11089,MQ,168000,2019-02-01 00:00:00
11090,SS,168000,2019-02-01 00:00:00
11091,BF,157000,2019-02-01 00:00:00
11092,SX,155000,2019-02-01 00:00:00
11093,TG,150000,2019-02-01 00:00:00
11094,ML,146000,2019-02-01 00:00:00
11095,MP,138000,2019-02-01 00:00:00
11096,TC,124000,2019-02-01 00:00:00
11097,CV,121000,2019-02-01 00:00:00
11098,MC,118000,2019-02-01 00:00:00
11099,AX,118000,2019-02-01 00:00:00
11100,AD,115000,2019-02-01 00:00:00
11101,KN,114000,2019-02-01 00:00:00
11102,BI,101000,2019-02-01 00:00:00
11103,MR,92000,2019-02-01 00:00:00
11104,NE,91000,2019-02-01 00:00:00
11105,DM,89000,2019-02-01 00:00:00
11106,WS,86000,2019-02-01 00:00:00
11107,TL,86000,2019-02-01 00:00:00
11108,GL,85000,2019-02-01 00:00:00
11109,NC,84000,2019-02-01 00:00:00
11110,SB,82000,2019-02-01 00:00:00
11111,GA,80000,2019-02-01 00:00:00
11112,BQ,69000,2019-02-01 00:00:00
11113,VG,68000,2019-02-01 00:00:00
11114,LI,63000,2019-02-01 00:00:00
11115,VU,61000,2019-02-01 00:00:00
11116,GF,56000,2019-02-01 00:00:00
11117,AS,54000,2019-02-01 00:00:00
11118,CG,40000,2019-02-01 00:00:00
11119,AI,38000,2019-02-01 00:00:00
11120,PW,34000,2019-02-01 00:00:00
11121,FM,33000,2019-02-01 00:00:00
11122,CK,32000,2019-02-01 00:00:00
11123,TO,27000,2019-02-01 00:00:00
11124,MH,26000,2019-02-01 00:00:00
11125,GQ,23000,2019-02-01 00:00:00
11126,KI,22000,2019-02-01 00:00:00
11127,TD,22000,2019-02-01 00:00:00
11128,MF,21000,2019-02-01 00:00:00
11129,YT,20000,2019-02-01 00:00:00
11130,FK,18000,2019-02-01 00:00:00
11131,BL,16000,2019-02-01 00:00:00
11132,SM,16000,2019-02-01 00:00:00
11133,ER,16000,2019-02-01 00:00:00
11134,CF,13000,2019-02-01 00:00:00
11135,VA,11000,2019-02-01 00:00:00
11136,KM,10000,2019-02-01 00:00:00
11137,IO,8000,2019-02-01 00:00:00
11138,MS,8000,2019-02-01 00:00:00
11139,ST,8000,2019-02-01 00:00:00
11140,PM,7000,2019-02-01 00:00:00
11141,AQ,7000,2019-02-01 00:00:00
11142,SH,6000,2019-02-01 00:00:00
11143,NR,4000,2019-02-01 00:00:00
11144,NF,4000,2019-02-01 00:00:00
11145,NU,3000,2019-02-01 00:00:00
11146,GW,3000,2019-02-01 00:00:00
11147,KP,3000,2019-02-01 00:00:00
11148,TV,2000,2019-02-01 00:00:00
11149,CX,2000,2019-02-01 00:00:00
11150,WF,2000,2019-02-01 00:00:00
11151,CC,2000,2019-02-01 00:00:00
11152,TK,1000,2019-02-01 00:00:00
11153,US,3201203000,2019-03-01 00:00:00
11154,GB,794533000,2019-03-01 00:00:00
11155,IN,648164000,2019-03-01 00:00:00
11156,CA,360662000,2019-03-01 00:00:00
11157,AU,235673000,2019-03-01 00:00:00
11158,IR,189625000,2019-03-01 00:00:00
11159,DE,179919000,2019-03-01 00:00:00
11160,PK,172560000,2019-03-01 00:00:00
11161,CN,107815000,2019-03-01 00:00:00
11162,NL,99477000,2019-03-01 00:00:00
11163,PH,98444000,2019-03-01 00:00:00
11164,FR,85992000,2019-03-01 00:00:00
11165,IE,75654000,2019-03-01 00:00:00
11166,RU,68705000,2019-03-01 00:00:00
11167,ID,65706000,2019-03-01 00:00:00
11168,MY,59195000,2019-03-01 00:00:00
11169,SE,56023000,2019-03-01 00:00:00
11170,SG,55644000,2019-03-01 00:00:00
11171,IT,54480000,2019-03-01 00:00:00
11172,ES,52855000,2019-03-01 00:00:00
11173,BR,47812000,2019-03-01 00:00:00
11174,ZA,43120000,2019-03-01 00:00:00
11175,PL,42591000,2019-03-01 00:00:00
11176,NZ,40069000,2019-03-01 00:00:00
11177,JP,37442000,2019-03-01 00:00:00
11178,NG,35797000,2019-03-01 00:00:00
11179,MX,33371000,2019-03-01 00:00:00
11180,FI,31090000,2019-03-01 00:00:00
11181,HK,30134000,2019-03-01 00:00:00
11182,NO,29170000,2019-03-01 00:00:00
11183,DK,29161000,2019-03-01 00:00:00
11184,AE,28229000,2019-03-01 00:00:00
11185,GR,26404000,2019-03-01 00:00:00
11186,KR,26400000,2019-03-01 00:00:00
11187,BE,26179000,2019-03-01 00:00:00
11188,RO,25240000,2019-03-01 00:00:00
11189,IL,24282000,2019-03-01 00:00:00
11190,CH,23999000,2019-03-01 00:00:00
11191,TH,23622000,2019-03-01 00:00:00
11192,BD,23462000,2019-03-01 00:00:00
11193,BG,22699000,2019-03-01 00:00:00
11194,--,19921000,2019-03-01 00:00:00
11195,CZ,19239000,2019-03-01 00:00:00
11196,AT,18583000,2019-03-01 00:00:00
11197,TW,18268000,2019-03-01 00:00:00
11198,HU,17911000,2019-03-01 00:00:00
11199,PT,17500000,2019-03-01 00:00:00
11200,VN,17048000,2019-03-01 00:00:00
11201,SA,16967000,2019-03-01 00:00:00
11202,AR,16959000,2019-03-01 00:00:00
11203,RS,16495000,2019-03-01 00:00:00
11204,UA,16417000,2019-03-01 00:00:00
11205,HR,14618000,2019-03-01 00:00:00
11206,EG,14043000,2019-03-01 00:00:00
11207,KE,13402000,2019-03-01 00:00:00
11208,LK,10578000,2019-03-01 00:00:00
11209,CO,9862000,2019-03-01 00:00:00
11210,SK,8886000,2019-03-01 00:00:00
11211,EE,8695000,2019-03-01 00:00:00
11212,CL,8555000,2019-03-01 00:00:00
11213,NP,8438000,2019-03-01 00:00:00
11214,SI,8233000,2019-03-01 00:00:00
11215,GH,7575000,2019-03-01 00:00:00
11216,LT,7519000,2019-03-01 00:00:00
11217,AF,6840000,2019-03-01 00:00:00
11218,PE,5856000,2019-03-01 00:00:00
11219,PR,5833000,2019-03-01 00:00:00
11220,AL,5812000,2019-03-01 00:00:00
11221,QA,5705000,2019-03-01 00:00:00
11222,LV,5434000,2019-03-01 00:00:00
11223,MA,5193000,2019-03-01 00:00:00
11224,LB,5125000,2019-03-01 00:00:00
11225,KW,5067000,2019-03-01 00:00:00
11226,BA,4920000,2019-03-01 00:00:00
11227,MK,4889000,2019-03-01 00:00:00
11228,GE,4733000,2019-03-01 00:00:00
11229,IQ,4672000,2019-03-01 00:00:00
11230,MM,4563000,2019-03-01 00:00:00
11231,TZ,4152000,2019-03-01 00:00:00
11232,BY,4042000,2019-03-01 00:00:00
11233,ET,3928000,2019-03-01 00:00:00
11234,IS,3778000,2019-03-01 00:00:00
11235,UG,3524000,2019-03-01 00:00:00
11236,JO,3519000,2019-03-01 00:00:00
11237,TT,3457000,2019-03-01 00:00:00
11238,JM,3401000,2019-03-01 00:00:00
11239,OM,3374000,2019-03-01 00:00:00
11240,CR,3339000,2019-03-01 00:00:00
11241,MT,3148000,2019-03-01 00:00:00
11242,KH,3128000,2019-03-01 00:00:00
11243,CY,3089000,2019-03-01 00:00:00
11244,KZ,3079000,2019-03-01 00:00:00
11245,DZ,2983000,2019-03-01 00:00:00
11246,DO,2983000,2019-03-01 00:00:00
11247,AZ,2967000,2019-03-01 00:00:00
11248,ZM,2866000,2019-03-01 00:00:00
11249,BH,2813000,2019-03-01 00:00:00
11250,VE,2791000,2019-03-01 00:00:00
11251,MU,2755000,2019-03-01 00:00:00
11252,ZW,2711000,2019-03-01 00:00:00
11253,LU,2580000,2019-03-01 00:00:00
11254,EC,2542000,2019-03-01 00:00:00
11255,TN,2346000,2019-03-01 00:00:00
11256,TR,2332000,2019-03-01 00:00:00
11257,PA,2113000,2019-03-01 00:00:00
11258,HN,2052000,2019-03-01 00:00:00
11259,AM,1987000,2019-03-01 00:00:00
11260,TM,1894000,2019-03-01 00:00:00
11261,UY,1766000,2019-03-01 00:00:00
11262,MN,1736000,2019-03-01 00:00:00
11263,BN,1715000,2019-03-01 00:00:00
11264,GT,1639000,2019-03-01 00:00:00
11265,MD,1597000,2019-03-01 00:00:00
11266,ME,1292000,2019-03-01 00:00:00
11267,SD,1217000,2019-03-01 00:00:00
11268,SV,1152000,2019-03-01 00:00:00
11269,CM,1139000,2019-03-01 00:00:00
11270,NA,1118000,2019-03-01 00:00:00
11271,BO,1116000,2019-03-01 00:00:00
11272,BS,1107000,2019-03-01 00:00:00
11273,MV,1099000,2019-03-01 00:00:00
11274,BB,1088000,2019-03-01 00:00:00
11275,PS,1078000,2019-03-01 00:00:00
11276,SO,1060000,2019-03-01 00:00:00
11277,UZ,1022000,2019-03-01 00:00:00
11278,MO,979000,2019-03-01 00:00:00
11279,JE,958000,2019-03-01 00:00:00
11280,BW,951000,2019-03-01 00:00:00
11281,FJ,950000,2019-03-01 00:00:00
11282,SY,921000,2019-03-01 00:00:00
11283,PY,896000,2019-03-01 00:00:00
11284,IM,892000,2019-03-01 00:00:00
11285,RW,873000,2019-03-01 00:00:00
11286,GY,831000,2019-03-01 00:00:00
11287,PG,807000,2019-03-01 00:00:00
11288,LR,773000,2019-03-01 00:00:00
11289,LY,754000,2019-03-01 00:00:00
11290,GU,738000,2019-03-01 00:00:00
11291,KG,735000,2019-03-01 00:00:00
11292,SN,700000,2019-03-01 00:00:00
11293,NI,640000,2019-03-01 00:00:00
11294,MW,608000,2019-03-01 00:00:00
11295,SL,595000,2019-03-01 00:00:00
11296,CI,574000,2019-03-01 00:00:00
11297,MZ,572000,2019-03-01 00:00:00
11298,AO,570000,2019-03-01 00:00:00
11299,SR,545000,2019-03-01 00:00:00
11300,CD,536000,2019-03-01 00:00:00
11301,GG,509000,2019-03-01 00:00:00
11302,BT,509000,2019-03-01 00:00:00
11303,YE,500000,2019-03-01 00:00:00
11304,BZ,496000,2019-03-01 00:00:00
11305,LA,454000,2019-03-01 00:00:00
11306,KY,432000,2019-03-01 00:00:00
11307,LC,421000,2019-03-01 00:00:00
11308,AW,409000,2019-03-01 00:00:00
11309,BM,399000,2019-03-01 00:00:00
11310,XK,389000,2019-03-01 00:00:00
11311,GD,380000,2019-03-01 00:00:00
11312,AG,367000,2019-03-01 00:00:00
11313,CW,367000,2019-03-01 00:00:00
11314,RE,352000,2019-03-01 00:00:00
11315,HT,351000,2019-03-01 00:00:00
11316,CU,347000,2019-03-01 00:00:00
11317,SZ,337000,2019-03-01 00:00:00
11318,MG,333000,2019-03-01 00:00:00
11319,BJ,323000,2019-03-01 00:00:00
11320,LS,319000,2019-03-01 00:00:00
11321,FO,315000,2019-03-01 00:00:00
11322,GI,302000,2019-03-01 00:00:00
11323,SC,287000,2019-03-01 00:00:00
11324,VI,284000,2019-03-01 00:00:00
11325,GM,269000,2019-03-01 00:00:00
11326,DJ,267000,2019-03-01 00:00:00
11327,TJ,249000,2019-03-01 00:00:00
11328,GN,227000,2019-03-01 00:00:00
11329,SS,204000,2019-03-01 00:00:00
11330,MQ,197000,2019-03-01 00:00:00
11331,GP,183000,2019-03-01 00:00:00
11332,ML,180000,2019-03-01 00:00:00
11333,VC,179000,2019-03-01 00:00:00
11334,SX,174000,2019-03-01 00:00:00
11335,BF,171000,2019-03-01 00:00:00
11336,TG,159000,2019-03-01 00:00:00
11337,MP,154000,2019-03-01 00:00:00
11338,TC,148000,2019-03-01 00:00:00
11339,AD,140000,2019-03-01 00:00:00
11340,MC,138000,2019-03-01 00:00:00
11341,PF,137000,2019-03-01 00:00:00
11342,KN,128000,2019-03-01 00:00:00
11343,CV,120000,2019-03-01 00:00:00
11344,GA,117000,2019-03-01 00:00:00
11345,AX,117000,2019-03-01 00:00:00
11346,SB,115000,2019-03-01 00:00:00
11347,BI,110000,2019-03-01 00:00:00
11348,TL,109000,2019-03-01 00:00:00
11349,NC,108000,2019-03-01 00:00:00
11350,MR,106000,2019-03-01 00:00:00
11351,VU,105000,2019-03-01 00:00:00
11352,WS,93000,2019-03-01 00:00:00
11353,DM,93000,2019-03-01 00:00:00
11354,NE,92000,2019-03-01 00:00:00
11355,LI,88000,2019-03-01 00:00:00
11356,GL,87000,2019-03-01 00:00:00
11357,BQ,80000,2019-03-01 00:00:00
11358,GF,69000,2019-03-01 00:00:00
11359,VG,63000,2019-03-01 00:00:00
11360,AS,59000,2019-03-01 00:00:00
11361,CG,50000,2019-03-01 00:00:00
11362,AI,43000,2019-03-01 00:00:00
11363,PW,38000,2019-03-01 00:00:00
11364,TO,37000,2019-03-01 00:00:00
11365,FM,36000,2019-03-01 00:00:00
11366,CK,36000,2019-03-01 00:00:00
11367,ER,33000,2019-03-01 00:00:00
11368,MH,30000,2019-03-01 00:00:00
11369,KI,29000,2019-03-01 00:00:00
11370,MF,26000,2019-03-01 00:00:00
11371,GQ,26000,2019-03-01 00:00:00
11372,YT,26000,2019-03-01 00:00:00
11373,TD,24000,2019-03-01 00:00:00
11374,SM,22000,2019-03-01 00:00:00
11375,FK,20000,2019-03-01 00:00:00
11376,BL,19000,2019-03-01 00:00:00
11377,CF,14000,2019-03-01 00:00:00
11378,KM,14000,2019-03-01 00:00:00
11379,VA,11000,2019-03-01 00:00:00
11380,IO,9000,2019-03-01 00:00:00
11381,ST,9000,2019-03-01 00:00:00
11382,GW,8000,2019-03-01 00:00:00
11383,MS,8000,2019-03-01 00:00:00
11384,PM,8000,2019-03-01 00:00:00
11385,SH,6000,2019-03-01 00:00:00
11386,AQ,5000,2019-03-01 00:00:00
11387,KP,5000,2019-03-01 00:00:00
11388,NR,4000,2019-03-01 00:00:00
11389,NF,4000,2019-03-01 00:00:00
11390,CC,3000,2019-03-01 00:00:00
11391,NU,3000,2019-03-01 00:00:00
11392,CX,2000,2019-03-01 00:00:00
11393,WF,2000,2019-03-01 00:00:00
11394,TK,1000,2019-03-01 00:00:00
11395,TV,1000,2019-03-01 00:00:00
11396,UM,1000,2019-03-01 00:00:00
11397,SJ,1000,2019-03-01 00:00:00
11398,US,3125682000,2019-04-01 00:00:00
11399,GB,754169000,2019-04-01 00:00:00
11400,IN,613203000,2019-04-01 00:00:00
11401,CA,346171000,2019-04-01 00:00:00
11402,AU,224184000,2019-04-01 00:00:00
11403,IR,196585000,2019-04-01 00:00:00
11404,DE,182559000,2019-04-01 00:00:00
11405,PK,168699000,2019-04-01 00:00:00
11406,NL,95984000,2019-04-01 00:00:00
11407,FR,90776000,2019-04-01 00:00:00
11408,CN,84025000,2019-04-01 00:00:00
11409,PH,83282000,2019-04-01 00:00:00
11410,IE,81001000,2019-04-01 00:00:00
11411,ID,61355000,2019-04-01 00:00:00
11412,RU,57829000,2019-04-01 00:00:00
11413,MY,57526000,2019-04-01 00:00:00
11414,IT,56550000,2019-04-01 00:00:00
11415,SG,55294000,2019-04-01 00:00:00
11416,SE,53147000,2019-04-01 00:00:00
11417,BR,48429000,2019-04-01 00:00:00
11418,ZA,46264000,2019-04-01 00:00:00
11419,ES,43984000,2019-04-01 00:00:00
11420,PL,40611000,2019-04-01 00:00:00
11421,NZ,38706000,2019-04-01 00:00:00
11422,JP,38136000,2019-04-01 00:00:00
11423,NG,34035000,2019-04-01 00:00:00
11424,IL,30111000,2019-04-01 00:00:00
11425,HK,29921000,2019-04-01 00:00:00
11426,MX,29608000,2019-04-01 00:00:00
11427,FI,28880000,2019-04-01 00:00:00
11428,KR,28411000,2019-04-01 00:00:00
11429,AE,26817000,2019-04-01 00:00:00
11430,DK,26553000,2019-04-01 00:00:00
11431,NO,26540000,2019-04-01 00:00:00
11432,GR,25616000,2019-04-01 00:00:00
11433,BE,25233000,2019-04-01 00:00:00
11434,RO,25076000,2019-04-01 00:00:00
11435,TH,24212000,2019-04-01 00:00:00
11436,BD,23191000,2019-04-01 00:00:00
11437,CH,22417000,2019-04-01 00:00:00
11438,--,19770000,2019-04-01 00:00:00
11439,BG,19557000,2019-04-01 00:00:00
11440,UA,18874000,2019-04-01 00:00:00
11441,CZ,18603000,2019-04-01 00:00:00
11442,TW,17609000,2019-04-01 00:00:00
11443,PT,17443000,2019-04-01 00:00:00
11444,AR,17332000,2019-04-01 00:00:00
11445,AT,16747000,2019-04-01 00:00:00
11446,HU,16634000,2019-04-01 00:00:00
11447,VN,16261000,2019-04-01 00:00:00
11448,SA,16035000,2019-04-01 00:00:00
11449,RS,15849000,2019-04-01 00:00:00
11450,HR,14123000,2019-04-01 00:00:00
11451,KE,13101000,2019-04-01 00:00:00
11452,EG,12947000,2019-04-01 00:00:00
11453,LK,9713000,2019-04-01 00:00:00
11454,LV,9667000,2019-04-01 00:00:00
11455,CO,9007000,2019-04-01 00:00:00
11456,CL,8755000,2019-04-01 00:00:00
11457,SK,8630000,2019-04-01 00:00:00
11458,SI,8128000,2019-04-01 00:00:00
11459,NP,8121000,2019-04-01 00:00:00
11460,PR,7786000,2019-04-01 00:00:00
11461,EE,7424000,2019-04-01 00:00:00
11462,GH,7160000,2019-04-01 00:00:00
11463,AF,7022000,2019-04-01 00:00:00
11464,LT,6975000,2019-04-01 00:00:00
11465,PE,5944000,2019-04-01 00:00:00
11466,AL,5471000,2019-04-01 00:00:00
11467,QA,5448000,2019-04-01 00:00:00
11468,MA,5066000,2019-04-01 00:00:00
11469,LB,4816000,2019-04-01 00:00:00
11470,KW,4803000,2019-04-01 00:00:00
11471,BA,4791000,2019-04-01 00:00:00
11472,IQ,4707000,2019-04-01 00:00:00
11473,MK,4623000,2019-04-01 00:00:00
11474,TZ,4572000,2019-04-01 00:00:00
11475,GE,4515000,2019-04-01 00:00:00
11476,ET,4046000,2019-04-01 00:00:00
11477,MM,3608000,2019-04-01 00:00:00
11478,IS,3426000,2019-04-01 00:00:00
11479,UG,3408000,2019-04-01 00:00:00
11480,KH,3356000,2019-04-01 00:00:00
11481,OM,3341000,2019-04-01 00:00:00
11482,JO,3330000,2019-04-01 00:00:00
11483,TT,3273000,2019-04-01 00:00:00
11484,CR,3197000,2019-04-01 00:00:00
11485,JM,3196000,2019-04-01 00:00:00
11486,MT,3142000,2019-04-01 00:00:00
11487,KZ,3135000,2019-04-01 00:00:00
11488,CY,3056000,2019-04-01 00:00:00
11489,AZ,2906000,2019-04-01 00:00:00
11490,BY,2875000,2019-04-01 00:00:00
11491,DZ,2835000,2019-04-01 00:00:00
11492,VE,2786000,2019-04-01 00:00:00
11493,DO,2710000,2019-04-01 00:00:00
11494,BH,2697000,2019-04-01 00:00:00
11495,TR,2653000,2019-04-01 00:00:00
11496,MU,2646000,2019-04-01 00:00:00
11497,ZM,2598000,2019-04-01 00:00:00
11498,EC,2574000,2019-04-01 00:00:00
11499,ZW,2487000,2019-04-01 00:00:00
11500,LU,2452000,2019-04-01 00:00:00
11501,PA,2130000,2019-04-01 00:00:00
11502,TN,1935000,2019-04-01 00:00:00
11503,AM,1891000,2019-04-01 00:00:00
11504,MN,1751000,2019-04-01 00:00:00
11505,UY,1745000,2019-04-01 00:00:00
11506,BN,1683000,2019-04-01 00:00:00
11507,GT,1631000,2019-04-01 00:00:00
11508,TM,1624000,2019-04-01 00:00:00
11509,MD,1568000,2019-04-01 00:00:00
11510,HN,1349000,2019-04-01 00:00:00
11511,ME,1314000,2019-04-01 00:00:00
11512,CM,1213000,2019-04-01 00:00:00
11513,UZ,1163000,2019-04-01 00:00:00
11514,SY,1087000,2019-04-01 00:00:00
11515,MV,1081000,2019-04-01 00:00:00
11516,BB,1074000,2019-04-01 00:00:00
11517,BO,1067000,2019-04-01 00:00:00
11518,SV,1062000,2019-04-01 00:00:00
11519,PS,1056000,2019-04-01 00:00:00
